Weather Station Name,State,Date,Year,Month,Day,Max_Degrees_F,Min_Degrees_F,Avg_Degrees_F,Humidity,Wind_Speed,Precipitation_in,HDD_sum,CDD_sum
Boston Logan Intl Arpt,MA,1/1/1950 0:00,1950,1,1,44,32,38,,,0,27,0
Boston Logan Intl Arpt,MA,1/2/1950 0:00,1950,1,2,40,31,36,,,0.01,29,0
Boston Logan Intl Arpt,MA,1/3/1950 0:00,1950,1,3,56,40,48,,,0.07,17,0
Boston Logan Intl Arpt,MA,1/4/1950 0:00,1950,1,4,64,55,60,,,0,5,0
Boston Logan Intl Arpt,MA,1/5/1950 0:00,1950,1,5,61,45,53,,,0.03,12,0
Boston Logan Intl Arpt,MA,1/6/1950 0:00,1950,1,6,45,37,41,,,0.72,24,0
Boston Logan Intl Arpt,MA,1/7/1950 0:00,1950,1,7,38,25,32,,,0.3,33,0
Boston Logan Intl Arpt,MA,1/8/1950 0:00,1950,1,8,25,6,16,,,0,49,0
Boston Logan Intl Arpt,MA,1/9/1950 0:00,1950,1,9,38,9,24,,,0,41,0
Boston Logan Intl Arpt,MA,1/10/1950 0:00,1950,1,10,41,23,32,,,0.66,33,0
Boston Logan Intl Arpt,MA,1/11/1950 0:00,1950,1,11,49,25,37,,,0,28,0
Boston Logan Intl Arpt,MA,1/12/1950 0:00,1950,1,12,34,18,26,,,0,39,0
Boston Logan Intl Arpt,MA,1/13/1950 0:00,1950,1,13,52,31,42,,,0.19,23,0
Boston Logan Intl Arpt,MA,1/14/1950 0:00,1950,1,14,63,37,50,,,0,15,0
Boston Logan Intl Arpt,MA,1/15/1950 0:00,1950,1,15,41,30,36,,,0,29,0
Boston Logan Intl Arpt,MA,1/16/1950 0:00,1950,1,16,53,33,43,,,0.13,22,0
Boston Logan Intl Arpt,MA,1/17/1950 0:00,1950,1,17,35,29,32,,,0,33,0
Boston Logan Intl Arpt,MA,1/18/1950 0:00,1950,1,18,51,30,41,,,0.32,24,0
Boston Logan Intl Arpt,MA,1/19/1950 0:00,1950,1,19,30,21,26,,,0,39,0
Boston Logan Intl Arpt,MA,1/20/1950 0:00,1950,1,20,27,14,21,,,0,44,0
Boston Logan Intl Arpt,MA,1/21/1950 0:00,1950,1,21,24,14,19,,,0.07,46,0
Boston Logan Intl Arpt,MA,1/22/1950 0:00,1950,1,22,38,24,31,,,0.26,34,0
Boston Logan Intl Arpt,MA,1/23/1950 0:00,1950,1,23,47,37,42,,,0,23,0
Boston Logan Intl Arpt,MA,1/24/1950 0:00,1950,1,24,42,26,34,,,0.36,31,0
Boston Logan Intl Arpt,MA,1/25/1950 0:00,1950,1,25,41,24,33,,,0,32,0
Boston Logan Intl Arpt,MA,1/26/1950 0:00,1950,1,26,72,41,57,,,0,8,0
Boston Logan Intl Arpt,MA,1/27/1950 0:00,1950,1,27,53,21,37,,,0.05,28,0
Boston Logan Intl Arpt,MA,1/28/1950 0:00,1950,1,28,37,17,27,,,0,38,0
Boston Logan Intl Arpt,MA,1/29/1950 0:00,1950,1,29,62,35,49,,,0.12,16,0
Boston Logan Intl Arpt,MA,1/30/1950 0:00,1950,1,30,52,28,40,,,0.01,25,0
Boston Logan Intl Arpt,MA,1/31/1950 0:00,1950,1,31,32,19,26,,,0.56,39,0
Boston Logan Intl Arpt,MA,2/1/1950 0:00,1950,2,1,35,21,28,,,0,37,0
Boston Logan Intl Arpt,MA,2/2/1950 0:00,1950,2,2,39,32,36,,,0.23,29,0
Boston Logan Intl Arpt,MA,2/3/1950 0:00,1950,2,3,38,26,32,,,0,33,0
Boston Logan Intl Arpt,MA,2/4/1950 0:00,1950,2,4,39,23,31,,,0,34,0
Boston Logan Intl Arpt,MA,2/5/1950 0:00,1950,2,5,28,15,22,,,0,43,0
Boston Logan Intl Arpt,MA,2/6/1950 0:00,1950,2,6,41,25,33,,,0.1,32,0
Boston Logan Intl Arpt,MA,2/7/1950 0:00,1950,2,7,28,14,21,,,0,44,0
Boston Logan Intl Arpt,MA,2/8/1950 0:00,1950,2,8,26,6,16,,,0,49,0
Boston Logan Intl Arpt,MA,2/9/1950 0:00,1950,2,9,52,23,38,,,0.15,27,0
Boston Logan Intl Arpt,MA,2/10/1950 0:00,1950,2,10,45,33,39,,,0,26,0
Boston Logan Intl Arpt,MA,2/11/1950 0:00,1950,2,11,40,32,36,,,0.02,29,0
Boston Logan Intl Arpt,MA,2/12/1950 0:00,1950,2,12,47,30,39,,,0,26,0
Boston Logan Intl Arpt,MA,2/13/1950 0:00,1950,2,13,38,30,34,,,0,31,0
Boston Logan Intl Arpt,MA,2/14/1950 0:00,1950,2,14,34,30,32,,,0.56,33,0
Boston Logan Intl Arpt,MA,2/15/1950 0:00,1950,2,15,38,29,34,,,1.31,31,0
Boston Logan Intl Arpt,MA,2/16/1950 0:00,1950,2,16,34,25,30,,,0.04,35,0
Boston Logan Intl Arpt,MA,2/17/1950 0:00,1950,2,17,41,32,37,,,0,28,0
Boston Logan Intl Arpt,MA,2/18/1950 0:00,1950,2,18,36,30,33,,,0,32,0
Boston Logan Intl Arpt,MA,2/19/1950 0:00,1950,2,19,42,27,35,,,0.01,30,0
Boston Logan Intl Arpt,MA,2/20/1950 0:00,1950,2,20,27,0,14,,,0,51,0
Boston Logan Intl Arpt,MA,2/21/1950 0:00,1950,2,21,20,-1,10,,,0,55,0
Boston Logan Intl Arpt,MA,2/22/1950 0:00,1950,2,22,33,12,23,,,0.86,42,0
Boston Logan Intl Arpt,MA,2/23/1950 0:00,1950,2,23,35,22,29,,,0.42,36,0
Boston Logan Intl Arpt,MA,2/24/1950 0:00,1950,2,24,44,23,34,,,0,31,0
Boston Logan Intl Arpt,MA,2/25/1950 0:00,1950,2,25,37,16,27,,,0,38,0
Boston Logan Intl Arpt,MA,2/26/1950 0:00,1950,2,26,26,7,17,,,0,48,0
Boston Logan Intl Arpt,MA,2/27/1950 0:00,1950,2,27,16,3,10,,,0,55,0
Boston Logan Intl Arpt,MA,2/28/1950 0:00,1950,2,28,33,9,21,,,0.11,44,0
Boston Logan Intl Arpt,MA,3/1/1950 0:00,1950,3,1,40,23,32,,,0.07,33,0
Boston Logan Intl Arpt,MA,3/2/1950 0:00,1950,3,2,24,11,18,,,0,47,0
Boston Logan Intl Arpt,MA,3/3/1950 0:00,1950,3,3,16,4,10,,,0,55,0
Boston Logan Intl Arpt,MA,3/4/1950 0:00,1950,3,4,26,2,14,,,0,51,0
Boston Logan Intl Arpt,MA,3/5/1950 0:00,1950,3,5,46,19,33,,,0,32,0
Boston Logan Intl Arpt,MA,3/6/1950 0:00,1950,3,6,44,16,30,,,0,35,0
Boston Logan Intl Arpt,MA,3/7/1950 0:00,1950,3,7,38,14,26,,,0,39,0
Boston Logan Intl Arpt,MA,3/8/1950 0:00,1950,3,8,55,31,43,,,0.2,22,0
Boston Logan Intl Arpt,MA,3/9/1950 0:00,1950,3,9,57,14,36,,,0.22,29,0
Boston Logan Intl Arpt,MA,3/10/1950 0:00,1950,3,10,29,14,22,,,0,43,0
Boston Logan Intl Arpt,MA,3/11/1950 0:00,1950,3,11,36,19,28,,,0,37,0
Boston Logan Intl Arpt,MA,3/12/1950 0:00,1950,3,12,51,32,42,,,0,23,0
Boston Logan Intl Arpt,MA,3/13/1950 0:00,1950,3,13,34,25,30,,,0.31,35,0
Boston Logan Intl Arpt,MA,3/14/1950 0:00,1950,3,14,36,22,29,,,0.15,36,0
Boston Logan Intl Arpt,MA,3/15/1950 0:00,1950,3,15,43,24,34,,,0,31,0
Boston Logan Intl Arpt,MA,3/16/1950 0:00,1950,3,16,37,23,30,,,0,35,0
Boston Logan Intl Arpt,MA,3/17/1950 0:00,1950,3,17,38,20,29,,,0,36,0
Boston Logan Intl Arpt,MA,3/18/1950 0:00,1950,3,18,38,23,31,,,0.34,34,0
Boston Logan Intl Arpt,MA,3/19/1950 0:00,1950,3,19,46,20,33,,,0,32,0
Boston Logan Intl Arpt,MA,3/20/1950 0:00,1950,3,20,49,29,39,,,0,26,0
Boston Logan Intl Arpt,MA,3/21/1950 0:00,1950,3,21,39,34,37,,,0.16,28,0
Boston Logan Intl Arpt,MA,3/22/1950 0:00,1950,3,22,45,32,39,,,0,26,0
Boston Logan Intl Arpt,MA,3/23/1950 0:00,1950,3,23,44,36,40,,,1.21,25,0
Boston Logan Intl Arpt,MA,3/24/1950 0:00,1950,3,24,46,35,41,,,0.05,24,0
Boston Logan Intl Arpt,MA,3/25/1950 0:00,1950,3,25,47,38,43,,,0,22,0
Boston Logan Intl Arpt,MA,3/26/1950 0:00,1950,3,26,55,34,45,,,0,20,0
Boston Logan Intl Arpt,MA,3/27/1950 0:00,1950,3,27,44,39,42,,,0.11,23,0
Boston Logan Intl Arpt,MA,3/28/1950 0:00,1950,3,28,62,39,51,,,0.16,14,0
Boston Logan Intl Arpt,MA,3/29/1950 0:00,1950,3,29,70,43,57,,,0.01,8,0
Boston Logan Intl Arpt,MA,3/30/1950 0:00,1950,3,30,43,30,37,,,0,28,0
Boston Logan Intl Arpt,MA,3/31/1950 0:00,1950,3,31,40,26,33,,,0,32,0
Boston Logan Intl Arpt,MA,4/1/1950 0:00,1950,4,1,49,30,40,,,0,25,0
Boston Logan Intl Arpt,MA,4/2/1950 0:00,1950,4,2,59,40,50,,,0.1,15,0
Boston Logan Intl Arpt,MA,4/3/1950 0:00,1950,4,3,60,39,50,,,0.01,15,0
Boston Logan Intl Arpt,MA,4/4/1950 0:00,1950,4,4,75,48,62,,,0.08,3,0
Boston Logan Intl Arpt,MA,4/5/1950 0:00,1950,4,5,63,44,54,,,0.11,11,0
Boston Logan Intl Arpt,MA,4/6/1950 0:00,1950,4,6,45,30,38,,,0,27,0
Boston Logan Intl Arpt,MA,4/7/1950 0:00,1950,4,7,42,28,35,,,0,30,0
Boston Logan Intl Arpt,MA,4/8/1950 0:00,1950,4,8,46,32,39,,,0,26,0
Boston Logan Intl Arpt,MA,4/9/1950 0:00,1950,4,9,44,32,38,,,0,27,0
Boston Logan Intl Arpt,MA,4/10/1950 0:00,1950,4,10,50,30,40,,,0,25,0
Boston Logan Intl Arpt,MA,4/11/1950 0:00,1950,4,11,46,33,40,,,0.05,25,0
Boston Logan Intl Arpt,MA,4/12/1950 0:00,1950,4,12,55,38,47,,,0,18,0
Boston Logan Intl Arpt,MA,4/13/1950 0:00,1950,4,13,46,37,42,,,0.13,23,0
Boston Logan Intl Arpt,MA,4/14/1950 0:00,1950,4,14,47,34,41,,,0.34,24,0
Boston Logan Intl Arpt,MA,4/15/1950 0:00,1950,4,15,49,35,42,,,0.01,23,0
Boston Logan Intl Arpt,MA,4/16/1950 0:00,1950,4,16,62,38,50,,,0,15,0
Boston Logan Intl Arpt,MA,4/17/1950 0:00,1950,4,17,67,43,55,,,0,10,0
Boston Logan Intl Arpt,MA,4/18/1950 0:00,1950,4,18,74,53,64,,,0,1,0
Boston Logan Intl Arpt,MA,4/19/1950 0:00,1950,4,19,56,45,51,,,0,14,0
Boston Logan Intl Arpt,MA,4/20/1950 0:00,1950,4,20,63,45,54,,,0.32,11,0
Boston Logan Intl Arpt,MA,4/21/1950 0:00,1950,4,21,55,45,50,,,0.39,15,0
Boston Logan Intl Arpt,MA,4/22/1950 0:00,1950,4,22,53,40,47,,,0,18,0
Boston Logan Intl Arpt,MA,4/23/1950 0:00,1950,4,23,52,40,46,,,0.01,19,0
Boston Logan Intl Arpt,MA,4/24/1950 0:00,1950,4,24,58,39,49,,,0,16,0
Boston Logan Intl Arpt,MA,4/25/1950 0:00,1950,4,25,53,39,46,,,0,19,0
Boston Logan Intl Arpt,MA,4/26/1950 0:00,1950,4,26,46,39,43,,,0.52,22,0
Boston Logan Intl Arpt,MA,4/27/1950 0:00,1950,4,27,59,38,49,,,0,16,0
Boston Logan Intl Arpt,MA,4/28/1950 0:00,1950,4,28,61,43,52,,,0.11,13,0
Boston Logan Intl Arpt,MA,4/29/1950 0:00,1950,4,29,50,42,46,,,0.2,19,0
Boston Logan Intl Arpt,MA,4/30/1950 0:00,1950,4,30,62,40,51,,,0,14,0
Boston Logan Intl Arpt,MA,5/1/1950 0:00,1950,5,1,48,41,45,,,0.39,20,0
Boston Logan Intl Arpt,MA,5/2/1950 0:00,1950,5,2,70,41,56,,,0,9,0
Boston Logan Intl Arpt,MA,5/3/1950 0:00,1950,5,3,60,48,54,,,0,11,0
Boston Logan Intl Arpt,MA,5/4/1950 0:00,1950,5,4,62,48,55,,,0,10,0
Boston Logan Intl Arpt,MA,5/5/1950 0:00,1950,5,5,53,47,50,,,0,15,0
Boston Logan Intl Arpt,MA,5/6/1950 0:00,1950,5,6,80,49,65,,,0,0,0
Boston Logan Intl Arpt,MA,5/7/1950 0:00,1950,5,7,76,43,60,,,0,5,0
Boston Logan Intl Arpt,MA,5/8/1950 0:00,1950,5,8,58,35,47,,,0,18,0
Boston Logan Intl Arpt,MA,5/9/1950 0:00,1950,5,9,72,43,58,,,0,7,0
Boston Logan Intl Arpt,MA,5/10/1950 0:00,1950,5,10,65,47,56,,,0.37,9,0
Boston Logan Intl Arpt,MA,5/11/1950 0:00,1950,5,11,67,55,61,,,0,4,0
Boston Logan Intl Arpt,MA,5/12/1950 0:00,1950,5,12,70,50,60,,,0,5,0
Boston Logan Intl Arpt,MA,5/13/1950 0:00,1950,5,13,78,53,66,,,0,0,1
Boston Logan Intl Arpt,MA,5/14/1950 0:00,1950,5,14,57,43,50,,,0,15,0
Boston Logan Intl Arpt,MA,5/15/1950 0:00,1950,5,15,54,44,49,,,0,16,0
Boston Logan Intl Arpt,MA,5/16/1950 0:00,1950,5,16,55,45,50,,,0,15,0
Boston Logan Intl Arpt,MA,5/17/1950 0:00,1950,5,17,59,47,53,,,0,12,0
Boston Logan Intl Arpt,MA,5/18/1950 0:00,1950,5,18,53,46,50,,,0.09,15,0
Boston Logan Intl Arpt,MA,5/19/1950 0:00,1950,5,19,49,45,47,,,0.3,18,0
Boston Logan Intl Arpt,MA,5/20/1950 0:00,1950,5,20,55,46,51,,,0.01,14,0
Boston Logan Intl Arpt,MA,5/21/1950 0:00,1950,5,21,77,45,61,,,0,4,0
Boston Logan Intl Arpt,MA,5/22/1950 0:00,1950,5,22,68,42,55,,,0,10,0
Boston Logan Intl Arpt,MA,5/23/1950 0:00,1950,5,23,76,45,61,,,0,4,0
Boston Logan Intl Arpt,MA,5/24/1950 0:00,1950,5,24,71,53,62,,,0,3,0
Boston Logan Intl Arpt,MA,5/25/1950 0:00,1950,5,25,61,51,56,,,0.02,9,0
Boston Logan Intl Arpt,MA,5/26/1950 0:00,1950,5,26,68,51,60,,,0,5,0
Boston Logan Intl Arpt,MA,5/27/1950 0:00,1950,5,27,64,51,58,,,0,7,0
Boston Logan Intl Arpt,MA,5/28/1950 0:00,1950,5,28,63,46,55,,,0,10,0
Boston Logan Intl Arpt,MA,5/29/1950 0:00,1950,5,29,65,54,60,,,0.16,5,0
Boston Logan Intl Arpt,MA,5/30/1950 0:00,1950,5,30,66,55,61,,,0.21,4,0
Boston Logan Intl Arpt,MA,5/31/1950 0:00,1950,5,31,70,58,64,,,0,1,0
Boston Logan Intl Arpt,MA,6/1/1950 0:00,1950,6,1,72,57,65,,,0.17,0,0
Boston Logan Intl Arpt,MA,6/2/1950 0:00,1950,6,2,81,56,69,,,0,0,4
Boston Logan Intl Arpt,MA,6/3/1950 0:00,1950,6,3,83,64,74,,,0.02,0,9
Boston Logan Intl Arpt,MA,6/4/1950 0:00,1950,6,4,72,55,64,,,0.23,1,0
Boston Logan Intl Arpt,MA,6/5/1950 0:00,1950,6,5,77,53,65,,,0,0,0
Boston Logan Intl Arpt,MA,6/6/1950 0:00,1950,6,6,84,56,70,,,0,0,5
Boston Logan Intl Arpt,MA,6/7/1950 0:00,1950,6,7,84,65,75,,,0,0,10
Boston Logan Intl Arpt,MA,6/8/1950 0:00,1950,6,8,93,70,82,,,0,0,17
Boston Logan Intl Arpt,MA,6/9/1950 0:00,1950,6,9,93,70,82,,,0,0,17
Boston Logan Intl Arpt,MA,6/10/1950 0:00,1950,6,10,87,66,77,,,0.01,0,12
Boston Logan Intl Arpt,MA,6/11/1950 0:00,1950,6,11,76,57,67,,,0.04,0,2
Boston Logan Intl Arpt,MA,6/12/1950 0:00,1950,6,12,77,52,65,,,0,0,0
Boston Logan Intl Arpt,MA,6/13/1950 0:00,1950,6,13,79,55,67,,,0,0,2
Boston Logan Intl Arpt,MA,6/14/1950 0:00,1950,6,14,73,55,64,,,0,1,0
Boston Logan Intl Arpt,MA,6/15/1950 0:00,1950,6,15,76,61,69,,,0,0,4
Boston Logan Intl Arpt,MA,6/16/1950 0:00,1950,6,16,79,58,69,,,0,0,4
Boston Logan Intl Arpt,MA,6/17/1950 0:00,1950,6,17,76,52,64,,,0.44,1,0
Boston Logan Intl Arpt,MA,6/18/1950 0:00,1950,6,18,73,50,62,,,0,3,0
Boston Logan Intl Arpt,MA,6/19/1950 0:00,1950,6,19,64,53,59,,,0,6,0
Boston Logan Intl Arpt,MA,6/20/1950 0:00,1950,6,20,78,56,67,,,0,0,2
Boston Logan Intl Arpt,MA,6/21/1950 0:00,1950,6,21,81,61,71,,,0.13,0,6
Boston Logan Intl Arpt,MA,6/22/1950 0:00,1950,6,22,75,57,66,,,0,0,1
Boston Logan Intl Arpt,MA,6/23/1950 0:00,1950,6,23,90,60,75,,,0,0,10
Boston Logan Intl Arpt,MA,6/24/1950 0:00,1950,6,24,90,59,75,,,0.04,0,10
Boston Logan Intl Arpt,MA,6/25/1950 0:00,1950,6,25,80,59,70,,,0,0,5
Boston Logan Intl Arpt,MA,6/26/1950 0:00,1950,6,26,78,59,69,,,0,0,4
Boston Logan Intl Arpt,MA,6/27/1950 0:00,1950,6,27,73,60,67,,,0.02,0,2
Boston Logan Intl Arpt,MA,6/28/1950 0:00,1950,6,28,78,60,69,,,0,0,4
Boston Logan Intl Arpt,MA,6/29/1950 0:00,1950,6,29,83,63,73,,,0,0,8
Boston Logan Intl Arpt,MA,6/30/1950 0:00,1950,6,30,77,62,70,,,0,0,5
Boston Logan Intl Arpt,MA,7/1/1950 0:00,1950,7,1,73,61,67,,,0,0,2
Boston Logan Intl Arpt,MA,7/2/1950 0:00,1950,7,2,85,61,73,,,0,0,8
Boston Logan Intl Arpt,MA,7/3/1950 0:00,1950,7,3,86,67,77,,,0.04,0,12
Boston Logan Intl Arpt,MA,7/4/1950 0:00,1950,7,4,83,66,75,,,0.98,0,10
Boston Logan Intl Arpt,MA,7/5/1950 0:00,1950,7,5,79,66,73,,,0.1,0,8
Boston Logan Intl Arpt,MA,7/6/1950 0:00,1950,7,6,82,67,75,,,0.11,0,10
Boston Logan Intl Arpt,MA,7/7/1950 0:00,1950,7,7,83,62,73,,,0,0,8
Boston Logan Intl Arpt,MA,7/8/1950 0:00,1950,7,8,88,66,77,,,0,0,12
Boston Logan Intl Arpt,MA,7/9/1950 0:00,1950,7,9,81,64,73,,,0,0,8
Boston Logan Intl Arpt,MA,7/10/1950 0:00,1950,7,10,75,63,69,,,0,0,4
Boston Logan Intl Arpt,MA,7/11/1950 0:00,1950,7,11,79,65,72,,,0.09,0,7
Boston Logan Intl Arpt,MA,7/12/1950 0:00,1950,7,12,85,72,79,,,0.03,0,14
Boston Logan Intl Arpt,MA,7/13/1950 0:00,1950,7,13,91,70,81,,,0.04,0,16
Boston Logan Intl Arpt,MA,7/14/1950 0:00,1950,7,14,80,65,73,,,0,0,8
Boston Logan Intl Arpt,MA,7/15/1950 0:00,1950,7,15,74,60,67,,,0,0,2
Boston Logan Intl Arpt,MA,7/16/1950 0:00,1950,7,16,73,62,68,,,0,0,3
Boston Logan Intl Arpt,MA,7/17/1950 0:00,1950,7,17,84,62,73,,,0,0,8
Boston Logan Intl Arpt,MA,7/18/1950 0:00,1950,7,18,93,72,83,,,0.02,0,18
Boston Logan Intl Arpt,MA,7/19/1950 0:00,1950,7,19,86,66,76,,,0,0,11
Boston Logan Intl Arpt,MA,7/20/1950 0:00,1950,7,20,72,59,66,,,0.03,0,1
Boston Logan Intl Arpt,MA,7/21/1950 0:00,1950,7,21,76,56,66,,,0,0,1
Boston Logan Intl Arpt,MA,7/22/1950 0:00,1950,7,22,79,60,70,,,0,0,5
Boston Logan Intl Arpt,MA,7/23/1950 0:00,1950,7,23,77,61,69,,,0,0,4
Boston Logan Intl Arpt,MA,7/24/1950 0:00,1950,7,24,78,60,69,,,0,0,4
Boston Logan Intl Arpt,MA,7/25/1950 0:00,1950,7,25,86,66,76,,,0,0,11
Boston Logan Intl Arpt,MA,7/26/1950 0:00,1950,7,26,81,67,74,,,0,0,9
Boston Logan Intl Arpt,MA,7/27/1950 0:00,1950,7,27,86,64,75,,,0,0,10
Boston Logan Intl Arpt,MA,7/28/1950 0:00,1950,7,28,88,66,77,,,0,0,12
Boston Logan Intl Arpt,MA,7/29/1950 0:00,1950,7,29,89,67,78,,,0,0,13
Boston Logan Intl Arpt,MA,7/30/1950 0:00,1950,7,30,92,68,80,,,0,0,15
Boston Logan Intl Arpt,MA,7/31/1950 0:00,1950,7,31,93,70,82,,,0.01,0,17
Boston Logan Intl Arpt,MA,8/1/1950 0:00,1950,8,1,76,60,68,,,0.62,0,3
Boston Logan Intl Arpt,MA,8/2/1950 0:00,1950,8,2,69,58,64,,,0,1,0
Boston Logan Intl Arpt,MA,8/3/1950 0:00,1950,8,3,72,60,66,,,0.01,0,1
Boston Logan Intl Arpt,MA,8/4/1950 0:00,1950,8,4,83,62,73,,,0,0,8
Boston Logan Intl Arpt,MA,8/5/1950 0:00,1950,8,5,77,61,69,,,0.08,0,4
Boston Logan Intl Arpt,MA,8/6/1950 0:00,1950,8,6,68,59,64,,,0.05,1,0
Boston Logan Intl Arpt,MA,8/7/1950 0:00,1950,8,7,70,56,63,,,0,2,0
Boston Logan Intl Arpt,MA,8/8/1950 0:00,1950,8,8,76,57,67,,,0,0,2
Boston Logan Intl Arpt,MA,8/9/1950 0:00,1950,8,9,87,64,76,,,0,0,11
Boston Logan Intl Arpt,MA,8/10/1950 0:00,1950,8,10,85,71,78,,,0,0,13
Boston Logan Intl Arpt,MA,8/11/1950 0:00,1950,8,11,85,64,75,,,0,0,10
Boston Logan Intl Arpt,MA,8/12/1950 0:00,1950,8,12,73,58,66,,,0,0,1
Boston Logan Intl Arpt,MA,8/13/1950 0:00,1950,8,13,77,58,68,,,0,0,3
Boston Logan Intl Arpt,MA,8/14/1950 0:00,1950,8,14,78,62,70,,,0,0,5
Boston Logan Intl Arpt,MA,8/15/1950 0:00,1950,8,15,82,61,72,,,0,0,7
Boston Logan Intl Arpt,MA,8/16/1950 0:00,1950,8,16,85,67,76,,,0,0,11
Boston Logan Intl Arpt,MA,8/17/1950 0:00,1950,8,17,84,67,76,,,0,0,11
Boston Logan Intl Arpt,MA,8/18/1950 0:00,1950,8,18,86,67,77,,,0,0,12
Boston Logan Intl Arpt,MA,8/19/1950 0:00,1950,8,19,82,67,75,,,0.68,0,10
Boston Logan Intl Arpt,MA,8/20/1950 0:00,1950,8,20,74,67,71,,,1.32,0,6
Boston Logan Intl Arpt,MA,8/21/1950 0:00,1950,8,21,80,61,71,,,0,0,6
Boston Logan Intl Arpt,MA,8/22/1950 0:00,1950,8,22,76,58,67,,,0,0,2
Boston Logan Intl Arpt,MA,8/23/1950 0:00,1950,8,23,78,64,71,,,0,0,6
Boston Logan Intl Arpt,MA,8/24/1950 0:00,1950,8,24,80,62,71,,,0,0,6
Boston Logan Intl Arpt,MA,8/25/1950 0:00,1950,8,25,79,64,72,,,0,0,7
Boston Logan Intl Arpt,MA,8/26/1950 0:00,1950,8,26,86,64,75,,,0.03,0,10
Boston Logan Intl Arpt,MA,8/27/1950 0:00,1950,8,27,85,67,76,,,0,0,11
Boston Logan Intl Arpt,MA,8/28/1950 0:00,1950,8,28,87,67,77,,,0,0,12
Boston Logan Intl Arpt,MA,8/29/1950 0:00,1950,8,29,86,71,79,,,0.12,0,14
Boston Logan Intl Arpt,MA,8/30/1950 0:00,1950,8,30,72,60,66,,,0,0,1
Boston Logan Intl Arpt,MA,8/31/1950 0:00,1950,8,31,68,62,65,,,0.23,0,0
Boston Logan Intl Arpt,MA,9/1/1950 0:00,1950,9,1,86,67,77,,,0.15,0,12
Boston Logan Intl Arpt,MA,9/2/1950 0:00,1950,9,2,80,66,73,,,0,0,8
Boston Logan Intl Arpt,MA,9/3/1950 0:00,1950,9,3,66,62,64,,,0.21,1,0
Boston Logan Intl Arpt,MA,9/4/1950 0:00,1950,9,4,79,58,69,,,0.11,0,4
Boston Logan Intl Arpt,MA,9/5/1950 0:00,1950,9,5,67,53,60,,,0.01,5,0
Boston Logan Intl Arpt,MA,9/6/1950 0:00,1950,9,6,71,53,62,,,0,3,0
Boston Logan Intl Arpt,MA,9/7/1950 0:00,1950,9,7,83,57,70,,,0,0,5
Boston Logan Intl Arpt,MA,9/8/1950 0:00,1950,9,8,78,62,70,,,0,0,5
Boston Logan Intl Arpt,MA,9/9/1950 0:00,1950,9,9,85,63,74,,,0,0,9
Boston Logan Intl Arpt,MA,9/10/1950 0:00,1950,9,10,75,62,69,,,0,0,4
Boston Logan Intl Arpt,MA,9/11/1950 0:00,1950,9,11,62,56,59,,,0.22,6,0
Boston Logan Intl Arpt,MA,9/12/1950 0:00,1950,9,12,58,51,55,,,0.06,10,0
Boston Logan Intl Arpt,MA,9/13/1950 0:00,1950,9,13,62,49,56,,,0,9,0
Boston Logan Intl Arpt,MA,9/14/1950 0:00,1950,9,14,61,52,57,,,0.03,8,0
Boston Logan Intl Arpt,MA,9/15/1950 0:00,1950,9,15,77,59,68,,,0,0,3
Boston Logan Intl Arpt,MA,9/16/1950 0:00,1950,9,16,73,49,61,,,0,4,0
Boston Logan Intl Arpt,MA,9/17/1950 0:00,1950,9,17,67,45,56,,,0,9,0
Boston Logan Intl Arpt,MA,9/18/1950 0:00,1950,9,18,72,47,60,,,0,5,0
Boston Logan Intl Arpt,MA,9/19/1950 0:00,1950,9,19,71,55,63,,,0,2,0
Boston Logan Intl Arpt,MA,9/20/1950 0:00,1950,9,20,61,54,58,,,0,7,0
Boston Logan Intl Arpt,MA,9/21/1950 0:00,1950,9,21,74,53,64,,,0,1,0
Boston Logan Intl Arpt,MA,9/22/1950 0:00,1950,9,22,59,54,57,,,0.1,8,0
Boston Logan Intl Arpt,MA,9/23/1950 0:00,1950,9,23,68,47,58,,,0,7,0
Boston Logan Intl Arpt,MA,9/24/1950 0:00,1950,9,24,56,41,49,,,0,16,0
Boston Logan Intl Arpt,MA,9/25/1950 0:00,1950,9,25,63,38,51,,,0,14,0
Boston Logan Intl Arpt,MA,9/26/1950 0:00,1950,9,26,59,44,52,,,0,13,0
Boston Logan Intl Arpt,MA,9/27/1950 0:00,1950,9,27,65,50,58,,,0,7,0
Boston Logan Intl Arpt,MA,9/28/1950 0:00,1950,9,28,65,52,59,,,0,6,0
Boston Logan Intl Arpt,MA,9/29/1950 0:00,1950,9,29,63,51,57,,,0,8,0
Boston Logan Intl Arpt,MA,9/30/1950 0:00,1950,9,30,75,58,67,,,0,0,2
Boston Logan Intl Arpt,MA,10/1/1950 0:00,1950,10,1,85,59,72,,,0,0,7
Boston Logan Intl Arpt,MA,10/2/1950 0:00,1950,10,2,79,60,70,,,0,0,5
Boston Logan Intl Arpt,MA,10/3/1950 0:00,1950,10,3,84,59,72,,,0,0,7
Boston Logan Intl Arpt,MA,10/4/1950 0:00,1950,10,4,64,50,57,,,0,8,0
Boston Logan Intl Arpt,MA,10/5/1950 0:00,1950,10,5,66,47,57,,,0,8,0
Boston Logan Intl Arpt,MA,10/6/1950 0:00,1950,10,6,62,44,53,,,0,12,0
