Weather Station Name,State,Date,Year,Month,Day,Max_Degrees_F,Min_Degrees_F,Avg_Degrees_F,Humidity,Wind_Speed,Precipitation_in,HDD_sum,CDD_sum
Boston Logan Intl Arpt,MA,2/7/2001 0:00,2001,2,7,41,34,38,57.8313,13.3,0,27,0
Boston Logan Intl Arpt,MA,2/8/2001 0:00,2001,2,8,37,31,34,66.4206,9.7,0.09,31,0
Boston Logan Intl Arpt,MA,2/9/2001 0:00,2001,2,9,48,32,40,82.1558,8,0.07,25,0
Boston Logan Intl Arpt,MA,2/10/2001 0:00,2001,2,10,52,24,38,56.6929,22.7,0.01,27,0
Boston Logan Intl Arpt,MA,2/11/2001 0:00,2001,2,11,25,14,20,52.4369,21,0,45,0
Boston Logan Intl Arpt,MA,2/12/2001 0:00,2001,2,12,28,10,19,48.969,10,0,46,0
Boston Logan Intl Arpt,MA,2/13/2001 0:00,2001,2,13,46,26,36,56.3512,8.9,0,29,0
Boston Logan Intl Arpt,MA,2/14/2001 0:00,2001,2,14,44,25,35,94.1229,10.3,0.05,30,0
Boston Logan Intl Arpt,MA,2/15/2001 0:00,2001,2,15,43,30,37,65.3299,12.3,0,28,0
Boston Logan Intl Arpt,MA,2/16/2001 0:00,2001,2,16,40,26,33,75.12,6,0.1,32,0
Boston Logan Intl Arpt,MA,2/17/2001 0:00,2001,2,17,39,18,29,64.3598,17.3,0.01,36,0
Boston Logan Intl Arpt,MA,2/18/2001 0:00,2001,2,18,29,13,21,41.0094,12.9,0,44,0
Boston Logan Intl Arpt,MA,2/19/2001 0:00,2001,2,19,39,21,30,55.4229,15.2,0,35,0
Boston Logan Intl Arpt,MA,2/20/2001 0:00,2001,2,20,54,36,45,67.7884,12.4,0,20,0
Boston Logan Intl Arpt,MA,2/21/2001 0:00,2001,2,21,42,19,31,51.9659,18.3,0,34,0
Boston Logan Intl Arpt,MA,2/22/2001 0:00,2001,2,22,23,12,18,47.619,7.9,0.01,47,0
Boston Logan Intl Arpt,MA,2/23/2001 0:00,2001,2,23,37,20,29,67.128,11.1,0.03,36,0
Boston Logan Intl Arpt,MA,2/24/2001 0:00,2001,2,24,32,22,27,33.3742,12.1,0,38,0
Boston Logan Intl Arpt,MA,2/25/2001 0:00,2001,2,25,46,25,36,65.2173,9,0.24,29,0
Boston Logan Intl Arpt,MA,2/26/2001 0:00,2001,2,26,45,33,39,61.7424,15.1,0,26,0
Boston Logan Intl Arpt,MA,2/27/2001 0:00,2001,2,27,43,29,36,51.8329,12.2,0,29,0
Boston Logan Intl Arpt,MA,2/28/2001 0:00,2001,2,28,32,22,27,43.9263,13.4,0,38,0
Boston Logan Intl Arpt,MA,3/1/2001 0:00,2001,3,1,30,17,24,50.7801,10.3,0,41,0
Boston Logan Intl Arpt,MA,3/2/2001 0:00,2001,3,2,28,17,23,86.0946,5.6,0,42,0
Boston Logan Intl Arpt,MA,3/3/2001 0:00,2001,3,3,30,21,26,97.9112,10.6,0,39,0
Boston Logan Intl Arpt,MA,3/4/2001 0:00,2001,3,4,30,22,26,81.0741,12,0,39,0
Boston Logan Intl Arpt,MA,3/5/2001 0:00,2001,3,5,34,30,32,95.3,18.8,0.9,33,0
Boston Logan Intl Arpt,MA,3/6/2001 0:00,2001,3,6,33,29,31,104.1666,24.9,0.35,34,0
Boston Logan Intl Arpt,MA,3/7/2001 0:00,2001,3,7,32,27,30,73.2004,12.8,0,35,0
Boston Logan Intl Arpt,MA,3/8/2001 0:00,2001,3,8,36,22,29,74.6892,8.1,0,36,0
Boston Logan Intl Arpt,MA,3/9/2001 0:00,2001,3,9,37,29,33,88.5686,12.2,0.12,32,0
Boston Logan Intl Arpt,MA,3/10/2001 0:00,2001,3,10,42,30,36,69.4799,16.8,0.01,29,0
Boston Logan Intl Arpt,MA,3/11/2001 0:00,2001,3,11,46,28,37,61.425,15.4,0,28,0
Boston Logan Intl Arpt,MA,3/12/2001 0:00,2001,3,12,38,28,33,53.6023,10.8,0,32,0
Boston Logan Intl Arpt,MA,3/13/2001 0:00,2001,3,13,38,30,34,97.6014,11.3,0,31,0
Boston Logan Intl Arpt,MA,3/14/2001 0:00,2001,3,14,45,35,40,62.6365,12.4,0,25,0
Boston Logan Intl Arpt,MA,3/15/2001 0:00,2001,3,15,50,36,43,52.8534,12.3,0,22,0
Boston Logan Intl Arpt,MA,3/16/2001 0:00,2001,3,16,51,36,44,49.7772,8.2,0,21,0
Boston Logan Intl Arpt,MA,3/17/2001 0:00,2001,3,17,40,33,37,68.0868,9.1,0,28,0
Boston Logan Intl Arpt,MA,3/18/2001 0:00,2001,3,18,47,34,41,63.2142,12.8,0.07,24,0
Boston Logan Intl Arpt,MA,3/19/2001 0:00,2001,3,19,50,35,43,49.6031,12.2,0,22,0
Boston Logan Intl Arpt,MA,3/20/2001 0:00,2001,3,20,48,35,42,68.7285,8.5,0,23,0
Boston Logan Intl Arpt,MA,3/21/2001 0:00,2001,3,21,44,34,39,100,13.6,0.41,26,0
Boston Logan Intl Arpt,MA,3/22/2001 0:00,2001,3,22,43,36,40,106.0178,24.2,2.59,25,0
Boston Logan Intl Arpt,MA,3/23/2001 0:00,2001,3,23,43,33,38,78.7401,18.1,0.1,27,0
Boston Logan Intl Arpt,MA,3/24/2001 0:00,2001,3,24,51,37,44,55.2434,18.3,0.03,21,0
Boston Logan Intl Arpt,MA,3/25/2001 0:00,2001,3,25,43,31,37,47.6658,13.7,0,28,0
Boston Logan Intl Arpt,MA,3/26/2001 0:00,2001,3,26,39,28,34,57.2504,6.4,0.1,31,0
Boston Logan Intl Arpt,MA,3/27/2001 0:00,2001,3,27,37,25,31,53.2291,14.8,0.01,34,0
Boston Logan Intl Arpt,MA,3/28/2001 0:00,2001,3,28,46,31,39,51.0424,13.2,0,26,0
Boston Logan Intl Arpt,MA,3/29/2001 0:00,2001,3,29,44,30,37,72.4815,8.7,0,28,0
Boston Logan Intl Arpt,MA,3/30/2001 0:00,2001,3,30,39,34,37,102.005,24.5,2.18,28,0
Boston Logan Intl Arpt,MA,3/31/2001 0:00,2001,3,31,43,35,39,75.7575,11.7,0,26,0
Boston Logan Intl Arpt,MA,4/1/2001 0:00,2001,4,1,36,33,35,76.8535,12,0,30,0
Boston Logan Intl Arpt,MA,4/2/2001 0:00,2001,4,2,41,32,37,65.3299,10.5,0,28,0
Boston Logan Intl Arpt,MA,4/3/2001 0:00,2001,4,3,49,32,41,58.2142,9.3,0,24,0
Boston Logan Intl Arpt,MA,4/4/2001 0:00,2001,4,4,47,34,41,68.5714,9.4,0,24,0
Boston Logan Intl Arpt,MA,4/5/2001 0:00,2001,4,5,56,37,47,48.268,10.2,0,18,0
Boston Logan Intl Arpt,MA,4/6/2001 0:00,2001,4,6,49,37,43,82.3605,9.2,0.15,22,0
Boston Logan Intl Arpt,MA,4/7/2001 0:00,2001,4,7,44,37,41,74.3571,12.9,0,24,0
Boston Logan Intl Arpt,MA,4/8/2001 0:00,2001,4,8,40,36,38,100,8,0.33,27,0
Boston Logan Intl Arpt,MA,4/9/2001 0:00,2001,4,9,65,40,53,70.0272,7.5,0.05,12,0
Boston Logan Intl Arpt,MA,4/10/2001 0:00,2001,4,10,53,43,48,70.8154,9.8,0,17,0
Boston Logan Intl Arpt,MA,4/11/2001 0:00,2001,4,11,58,42,50,58.4163,8.9,0,15,0
Boston Logan Intl Arpt,MA,4/12/2001 0:00,2001,4,12,45,43,44,92.5717,10.4,0.2,21,0
Boston Logan Intl Arpt,MA,4/13/2001 0:00,2001,4,13,65,42,54,60.0875,11,0,11,0
Boston Logan Intl Arpt,MA,4/14/2001 0:00,2001,4,14,60,43,52,29.8634,15.5,0,13,0
Boston Logan Intl Arpt,MA,4/15/2001 0:00,2001,4,15,60,40,50,42.3306,11.3,0,15,0
Boston Logan Intl Arpt,MA,4/16/2001 0:00,2001,4,16,48,38,43,73.1517,9.6,0,22,0
Boston Logan Intl Arpt,MA,4/17/2001 0:00,2001,4,17,49,40,45,74.7703,8.8,0,20,0
Boston Logan Intl Arpt,MA,4/18/2001 0:00,2001,4,18,53,34,44,54.1056,15.9,0.14,21,0
Boston Logan Intl Arpt,MA,4/19/2001 0:00,2001,4,19,53,36,45,40.4776,10.4,0,20,0
Boston Logan Intl Arpt,MA,4/20/2001 0:00,2001,4,20,63,38,51,59.6774,10.8,0,14,0
Boston Logan Intl Arpt,MA,4/21/2001 0:00,2001,4,21,67,47,57,83.3461,10.4,0,8,0
Boston Logan Intl Arpt,MA,4/22/2001 0:00,2001,4,22,85,54,70,60.0099,16.3,0.01,0,5
Boston Logan Intl Arpt,MA,4/23/2001 0:00,2001,4,23,72,54,63,62.535,12.6,0,2,0
Boston Logan Intl Arpt,MA,4/24/2001 0:00,2001,4,24,84,53,69,64.3849,15.2,0,0,4
Boston Logan Intl Arpt,MA,4/25/2001 0:00,2001,4,25,56,47,52,53.1323,10.2,0,13,0
Boston Logan Intl Arpt,MA,4/26/2001 0:00,2001,4,26,54,41,48,64.1334,10.7,0,17,0
Boston Logan Intl Arpt,MA,4/27/2001 0:00,2001,4,27,56,40,48,73.6587,8.1,0,17,0
Boston Logan Intl Arpt,MA,4/28/2001 0:00,2001,4,28,58,43,51,36.6568,13.1,0,14,0
Boston Logan Intl Arpt,MA,4/29/2001 0:00,2001,4,29,62,41,52,32.5011,10.2,0,13,0
Boston Logan Intl Arpt,MA,4/30/2001 0:00,2001,4,30,73,44,59,38.0204,7.7,0,6,0
Boston Logan Intl Arpt,MA,5/1/2001 0:00,2001,5,1,77,53,65,50.1742,8.5,0,0,0
Boston Logan Intl Arpt,MA,5/2/2001 0:00,2001,5,2,91,56,74,45.2649,7.4,0,0,9
Boston Logan Intl Arpt,MA,5/3/2001 0:00,2001,5,3,92,65,79,46.0349,12.5,0,0,14
Boston Logan Intl Arpt,MA,5/4/2001 0:00,2001,5,4,90,72,81,48.974,11.1,0,0,16
Boston Logan Intl Arpt,MA,5/5/2001 0:00,2001,5,5,75,49,62,62.4193,12.6,0.01,3,0
Boston Logan Intl Arpt,MA,5/6/2001 0:00,2001,5,6,54,41,48,69.4368,12.3,0,17,0
Boston Logan Intl Arpt,MA,5/7/2001 0:00,2001,5,7,64,38,51,52.0153,9.6,0,14,0
Boston Logan Intl Arpt,MA,5/8/2001 0:00,2001,5,8,74,42,58,57.3447,12.3,0,7,0
Boston Logan Intl Arpt,MA,5/9/2001 0:00,2001,5,9,66,47,57,84.8508,11.1,0,8,0
Boston Logan Intl Arpt,MA,5/10/2001 0:00,2001,5,10,76,47,62,70.9783,7.6,0,3,0
Boston Logan Intl Arpt,MA,5/11/2001 0:00,2001,5,11,80,62,71,53.0009,11.2,0,0,6
Boston Logan Intl Arpt,MA,5/12/2001 0:00,2001,5,12,88,62,75,61.826,11.3,0,0,10
Boston Logan Intl Arpt,MA,5/13/2001 0:00,2001,5,13,63,52,58,65.4297,12.5,0,7,0
Boston Logan Intl Arpt,MA,5/14/2001 0:00,2001,5,14,68,48,58,47.2294,13.8,0.01,7,0
Boston Logan Intl Arpt,MA,5/15/2001 0:00,2001,5,15,57,47,52,68.5938,15.1,0.01,13,0
Boston Logan Intl Arpt,MA,5/16/2001 0:00,2001,5,16,52,48,50,86.0557,13.9,0.05,15,0
Boston Logan Intl Arpt,MA,5/17/2001 0:00,2001,5,17,58,49,54,75.6236,8.7,0,11,0
Boston Logan Intl Arpt,MA,5/18/2001 0:00,2001,5,18,62,49,56,75.8648,10.8,0,9,0
Boston Logan Intl Arpt,MA,5/19/2001 0:00,2001,5,19,78,50,64,62.6578,11.5,0,1,0
Boston Logan Intl Arpt,MA,5/20/2001 0:00,2001,5,20,60,49,55,72.9113,9.1,0,10,0
Boston Logan Intl Arpt,MA,5/21/2001 0:00,2001,5,21,58,50,54,83.1542,11.5,0,11,0
Boston Logan Intl Arpt,MA,5/22/2001 0:00,2001,5,22,55,50,53,94.6412,13.8,0.49,12,0
Boston Logan Intl Arpt,MA,5/23/2001 0:00,2001,5,23,58,52,55,83.2159,12,0.03,10,0
Boston Logan Intl Arpt,MA,5/24/2001 0:00,2001,5,24,60,51,56,78.7545,12.1,0.34,9,0
Boston Logan Intl Arpt,MA,5/25/2001 0:00,2001,5,25,58,50,54,83.1542,10,0,11,0
Boston Logan Intl Arpt,MA,5/26/2001 0:00,2001,5,26,61,52,57,81.7896,9.1,0,8,0
Boston Logan Intl Arpt,MA,5/27/2001 0:00,2001,5,27,60,54,57,96.4533,8.1,0.2,8,0
Boston Logan Intl Arpt,MA,5/28/2001 0:00,2001,5,28,71,54,63,82.2187,9.1,0.08,2,0
Boston Logan Intl Arpt,MA,5/29/2001 0:00,2001,5,29,72,54,63,67.331,10.9,0,2,0
Boston Logan Intl Arpt,MA,5/30/2001 0:00,2001,5,30,63,47,55,54.7036,14.9,0.01,10,0
Boston Logan Intl Arpt,MA,5/31/2001 0:00,2001,5,31,66,45,56,49.6947,15.7,0,9,0
Boston Logan Intl Arpt,MA,6/1/2001 0:00,2001,6,1,68,50,59,55.3283,11.5,0,6,0
Boston Logan Intl Arpt,MA,6/2/2001 0:00,2001,6,2,68,53,61,88.2312,9.7,0.8,4,0
Boston Logan Intl Arpt,MA,6/3/2001 0:00,2001,6,3,63,52,58,88.1105,7.5,0.04,7,0
Boston Logan Intl Arpt,MA,6/4/2001 0:00,2001,6,4,70,57,64,63.7698,13.5,0,1,0
Boston Logan Intl Arpt,MA,6/5/2001 0:00,2001,6,5,76,57,67,55.3472,12,0,0,2
Boston Logan Intl Arpt,MA,6/6/2001 0:00,2001,6,6,77,60,69,47.967,11.5,0,0,4
Boston Logan Intl Arpt,MA,6/7/2001 0:00,2001,6,7,76,58,67,56.4616,8.9,0,0,2
Boston Logan Intl Arpt,MA,6/8/2001 0:00,2001,6,8,80,59,70,41.3827,9.2,0,0,5
Boston Logan Intl Arpt,MA,6/9/2001 0:00,2001,6,9,79,61,70,43.8875,8.3,0,0,5
Boston Logan Intl Arpt,MA,6/10/2001 0:00,2001,6,10,85,62,74,40.4865,8.9,0,0,9
Boston Logan Intl Arpt,MA,6/11/2001 0:00,2001,6,11,79,58,69,69.1971,7.8,0.42,0,4
Boston Logan Intl Arpt,MA,6/12/2001 0:00,2001,6,12,73,58,66,88.4703,6.3,0.12,0,1
Boston Logan Intl Arpt,MA,6/13/2001 0:00,2001,6,13,78,56,67,78.2443,7.2,0,0,2
Boston Logan Intl Arpt,MA,6/14/2001 0:00,2001,6,14,82,63,73,80.0763,9,0,0,8
Boston Logan Intl Arpt,MA,6/15/2001 0:00,2001,6,15,92,68,80,66.9236,10.4,0,0,15
Boston Logan Intl Arpt,MA,6/16/2001 0:00,2001,6,16,89,69,79,71.5475,10.9,0,0,14
Boston Logan Intl Arpt,MA,6/17/2001 0:00,2001,6,17,77,66,72,91.8447,9.1,2.26,0,7
Boston Logan Intl Arpt,MA,6/18/2001 0:00,2001,6,18,84,67,76,52.7021,10.9,0,0,11
Boston Logan Intl Arpt,MA,6/19/2001 0:00,2001,6,19,89,67,78,54.0216,12.9,0,0,13
Boston Logan Intl Arpt,MA,6/20/2001 0:00,2001,6,20,91,68,80,61.3247,10.6,0.32,0,15
Boston Logan Intl Arpt,MA,6/21/2001 0:00,2001,6,21,71,61,66,72.7629,11.2,0,0,1
Boston Logan Intl Arpt,MA,6/22/2001 0:00,2001,6,22,79,61,70,78.5085,9,0,0,5
Boston Logan Intl Arpt,MA,6/23/2001 0:00,2001,6,23,83,63,73,84.3825,11,0.42,0,8
Boston Logan Intl Arpt,MA,6/24/2001 0:00,2001,6,24,80,69,75,83.0287,11,0.04,0,10
Boston Logan Intl Arpt,MA,6/25/2001 0:00,2001,6,25,77,68,73,74.7079,8.1,0,0,8
Boston Logan Intl Arpt,MA,6/26/2001 0:00,2001,6,26,82,69,76,67.5741,8.4,0,0,11
Boston Logan Intl Arpt,MA,6/27/2001 0:00,2001,6,27,90,73,82,51.7183,10.9,0,0,17
Boston Logan Intl Arpt,MA,6/28/2001 0:00,2001,6,28,88,69,79,46.0349,13.8,0,0,14
Boston Logan Intl Arpt,MA,6/29/2001 0:00,2001,6,29,74,63,69,57.72,9.4,0,0,4
Boston Logan Intl Arpt,MA,6/30/2001 0:00,2001,6,30,92,68,80,64.6636,13.6,0.57,0,15
Boston Logan Intl Arpt,MA,7/1/2001 0:00,2001,7,1,88,62,75,73.6418,14.4,0.67,0,10
Boston Logan Intl Arpt,MA,7/2/2001 0:00,2001,7,2,73,57,65,46.5156,14.7,0,0,0
Boston Logan Intl Arpt,MA,7/3/2001 0:00,2001,7,3,75,57,66,56.3253,10.5,0,0,1
Boston Logan Intl Arpt,MA,7/4/2001 0:00,2001,7,4,78,64,71,75.8742,11.4,0,0,6
Boston Logan Intl Arpt,MA,7/5/2001 0:00,2001,7,5,83,66,75,72.3377,8.8,0.62,0,10
Boston Logan Intl Arpt,MA,7/6/2001 0:00,2001,7,6,72,62,67,56.4616,11.3,0,0,2
Boston Logan Intl Arpt,MA,7/7/2001 0:00,2001,7,7,79,59,69,54.6926,11.2,0,0,4
Boston Logan Intl Arpt,MA,7/8/2001 0:00,2001,7,8,74,64,69,78.4214,10.1,0.09,0,4
Boston Logan Intl Arpt,MA,7/9/2001 0:00,2001,7,9,79,62,71,60.1297,7,0,0,6
Boston Logan Intl Arpt,MA,7/10/2001 0:00,2001,7,10,76,63,70,85.6503,7.8,0.21,0,5
Boston Logan Intl Arpt,MA,7/11/2001 0:00,2001,7,11,73,62,68,76.9107,9.4,0.01,0,3
Boston Logan Intl Arpt,MA,7/12/2001 0:00,2001,7,12,75,62,69,57.72,13.2,0.02,0,4
Boston Logan Intl Arpt,MA,7/13/2001 0:00,2001,7,13,75,59,67,65.3752,11.5,0,0,2
Boston Logan Intl Arpt,MA,7/14/2001 0:00,2001,7,14,76,62,69,68.0242,8.1,0,0,4
Boston Logan Intl Arpt,MA,7/15/2001 0:00,2001,7,15,75,63,69,70.5034,8.5,0,0,4
Boston Logan Intl Arpt,MA,7/16/2001 0:00,2001,7,16,77,64,71,66.979,8.5,0,0,6
Boston Logan Intl Arpt,MA,7/17/2001 0:00,2001,7,17,71,62,67,85.4465,4.7,0.3,0,2
Boston Logan Intl Arpt,MA,7/18/2001 0:00,2001,7,18,69,60,65,91.6075,7.4,0.01,0,0
Boston Logan Intl Arpt,MA,7/19/2001 0:00,2001,7,19,69,59,64,89.9879,8.1,0,1,0
Boston Logan Intl Arpt,MA,7/20/2001 0:00,2001,7,20,79,59,69,70.5034,5.5,0,0,4
Boston Logan Intl Arpt,MA,7/21/2001 0:00,2001,7,21,82,60,71,70.723,9.1,0,0,6
Boston Logan Intl Arpt,MA,7/22/2001 0:00,2001,7,22,87,65,76,59.8121,12.7,0,0,11
Boston Logan Intl Arpt,MA,7/23/2001 0:00,2001,7,23,90,66,78,62.2147,13.9,0,0,13
Boston Logan Intl Arpt,MA,7/24/2001 0:00,2001,7,24,94,73,84,66.187,17.6,0,0,19
Boston Logan Intl Arpt,MA,7/25/2001 0:00,2001,7,25,95,78,87,50.6607,13.5,0,0,22
Boston Logan Intl Arpt,MA,7/26/2001 0:00,2001,7,26,78,58,68,72.9581,8.3,0.21,0,3
Boston Logan Intl Arpt,MA,7/27/2001 0:00,2001,7,27,72,56,64,60.3728,9.3,0,1,0
Boston Logan Intl Arpt,MA,7/28/2001 0:00,2001,7,28,72,57,65,59.338,9.1,0,0,0
Boston Logan Intl Arpt,MA,7/29/2001 0:00,2001,7,29,75,60,68,71.6111,9.3,0,0,3
Boston Logan Intl Arpt,MA,7/30/2001 0:00,2001,7,30,79,59,69,70.5034,7,0,0,4
Boston Logan Intl Arpt,MA,7/31/2001 0:00,2001,7,31,82,59,71,60.1297,7.1,0,0,6
Boston Logan Intl Arpt,MA,8/1/2001 0:00,2001,8,1,80,66,73,70.9299,8.3,0,0,8
Boston Logan Intl Arpt,MA,8/2/2001 0:00,2001,8,2,92,68,80,58.269,11.3,0,0,15
Boston Logan Intl Arpt,MA,8/3/2001 0:00,2001,8,3,90,68,79,69.1402,11.8,1.57,0,14
Boston Logan Intl Arpt,MA,8/4/2001 0:00,2001,8,4,76,67,72,95.0278,5.5,0.04,0,7
Boston Logan Intl Arpt,MA,8/5/2001 0:00,2001,8,5,76,67,72,95.0278,7.2,0,0,7
Boston Logan Intl Arpt,MA,8/6/2001 0:00,2001,8,6,91,70,81,72.9403,9.2,0,0,16
Boston Logan Intl Arpt,MA,8/7/2001 0:00,2001,8,7,93,76,85,66.298,12.5,0,0,20
Boston Logan Intl Arpt,MA,8/8/2001 0:00,2001,8,8,86,74,80,79.3097,8,0,0,15
Boston Logan Intl Arpt,MA,8/9/2001 0:00,2001,8,9,97,79,88,55.4275,13.2,0,0,23
Boston Logan Intl Arpt,MA,8/10/2001 0:00,2001,8,10,94,74,84,74.5113,13.4,0.48,0,19
Boston Logan Intl Arpt,MA,8/11/2001 0:00,2001,8,11,77,66,72,77.2769,8.5,0,0,7
Boston Logan Intl Arpt,MA,8/12/2001 0:00,2001,8,12,67,64,66,98.2876,8.2,1.12,0,1
Boston Logan Intl Arpt,MA,8/13/2001 0:00,2001,8,13,79,63,71,90.2646,5.7,0.36,0,6
Boston Logan Intl Arpt,MA,8/14/2001 0:00,2001,8,14,71,64,68,85.5126,7.8,0,0,3
Boston Logan Intl Arpt,MA,8/15/2001 0:00,2001,8,15,73,62,68,76.9107,6.9,0,0,3
Boston Logan Intl Arpt,MA,8/16/2001 0:00,2001,8,16,84,60,72,70.8247,9.7,0,0,7
Boston Logan Intl Arpt,MA,8/17/2001 0:00,2001,8,17,82,65,74,85.8601,12.5,0.17,0,9
Boston Logan Intl Arpt,MA,8/18/2001 0:00,2001,8,18,83,71,77,68.9155,11.4,0,0,12
Boston Logan Intl Arpt,MA,8/19/2001 0:00,2001,8,19,80,66,73,81.533,6.8,0,0,8
Boston Logan Intl Arpt,MA,8/20/2001 0:00,2001,8,20,73,67,70,96.6503,7,0.3,0,5
Boston Logan Intl Arpt,MA,8/21/2001 0:00,2001,8,21,72,64,68,96.623,6.3,0,0,3
Boston Logan Intl Arpt,MA,8/22/2001 0:00,2001,8,22,84,68,76,68.8249,7.8,0,0,11
Boston Logan Intl Arpt,MA,8/23/2001 0:00,2001,8,23,83,69,76,64.1686,8.7,0,0,11
Boston Logan Intl Arpt,MA,8/24/2001 0:00,2001,8,24,75,64,70,79.8557,7.8,0,0,5
Boston Logan Intl Arpt,MA,8/25/2001 0:00,2001,8,25,69,59,64,83.7943,10.6,0,1,0
Boston Logan Intl Arpt,MA,8/26/2001 0:00,2001,8,26,80,58,69,73.0584,10.9,0,0,4
Boston Logan Intl Arpt,MA,8/27/2001 0:00,2001,8,27,84,66,75,84.4866,12.4,0.1,0,10
Boston Logan Intl Arpt,MA,8/28/2001 0:00,2001,8,28,83,71,77,68.9155,7.5,0,0,12
Boston Logan Intl Arpt,MA,8/29/2001 0:00,2001,8,29,82,64,73,61.5639,8.7,0,0,8
Boston Logan Intl Arpt,MA,8/30/2001 0:00,2001,8,30,74,59,67,82.4972,10.3,0,0,2
Boston Logan Intl Arpt,MA,8/31/2001 0:00,2001,8,31,84,69,77,80.3852,12.4,0,0,12
Boston Logan Intl Arpt,MA,9/1/2001 0:00,2001,9,1,79,58,69,71.7189,13.4,0.02,0,4
Boston Logan Intl Arpt,MA,9/2/2001 0:00,2001,9,2,66,54,60,69.529,9,0,5,0
Boston Logan Intl Arpt,MA,9/3/2001 0:00,2001,9,3,76,57,67,68.9636,11,0,0,2
Boston Logan Intl Arpt,MA,9/4/2001 0:00,2001,9,4,81,57,69,78.4214,10,0.1,0,4
Boston Logan Intl Arpt,MA,9/5/2001 0:00,2001,9,5,73,60,67,59.592,11.5,0,0,2
Boston Logan Intl Arpt,MA,9/6/2001 0:00,2001,9,6,77,54,66,55.2226,8.2,0,0,1
Boston Logan Intl Arpt,MA,9/7/2001 0:00,2001,9,7,86,59,73,60.3998,10.3,0,0,8
Boston Logan Intl Arpt,MA,9/8/2001 0:00,2001,9,8,86,64,75,66.3292,12.3,0,0,10
Boston Logan Intl Arpt,MA,9/9/2001 0:00,2001,9,9,87,66,77,70.0668,11.4,0,0,12
Boston Logan Intl Arpt,MA,9/10/2001 0:00,2001,9,10,86,67,77,75.0786,11.4,0,0,12
Boston Logan Intl Arpt,MA,9/11/2001 0:00,2001,9,11,80,64,72,51.2451,12.3,0,0,7
Boston Logan Intl Arpt,MA,9/12/2001 0:00,2001,9,12,73,57,65,58.3042,8.5,0,0,0
Boston Logan Intl Arpt,MA,9/13/2001 0:00,2001,9,13,86,57,72,58.1319,9,0.05,0,7
Boston Logan Intl Arpt,MA,9/14/2001 0:00,2001,9,14,64,52,58,74.6746,8.3,0.46,7,0
Boston Logan Intl Arpt,MA,9/15/2001 0:00,2001,9,15,62,48,55,68.9598,8.5,0,10,0
Boston Logan Intl Arpt,MA,9/16/2001 0:00,2001,9,16,74,50,62,60.129,7.1,0,3,0
Boston Logan Intl Arpt,MA,9/17/2001 0:00,2001,9,17,69,54,62,76.3952,7.4,0,3,0
Boston Logan Intl Arpt,MA,9/18/2001 0:00,2001,9,18,72,56,64,69.9639,5.5,0,1,0
Boston Logan Intl Arpt,MA,9/19/2001 0:00,2001,9,19,67,59,63,86.7953,8.8,0,2,0
Boston Logan Intl Arpt,MA,9/20/2001 0:00,2001,9,20,68,57,63,94.8652,7.7,0.01,2,0
Boston Logan Intl Arpt,MA,9/21/2001 0:00,2001,9,21,69,62,66,94.92,6.5,0.35,0,1
Boston Logan Intl Arpt,MA,9/22/2001 0:00,2001,9,22,80,63,72,82.8299,7.5,0.5,0,7
Boston Logan Intl Arpt,MA,9/23/2001 0:00,2001,9,23,74,61,68,76.9107,5.5,0,0,3
Boston Logan Intl Arpt,MA,9/24/2001 0:00,2001,9,24,70,60,65,93.2346,9.7,0.01,0,0
Boston Logan Intl Arpt,MA,9/25/2001 0:00,2001,9,25,75,60,68,94.94,11.6,0.73,0,3
Boston Logan Intl Arpt,MA,9/26/2001 0:00,2001,9,26,71,54,63,68.5261,11.6,0,2,0
Boston Logan Intl Arpt,MA,9/27/2001 0:00,2001,9,27,68,50,59,62.0021,9.4,0,6,0
Boston Logan Intl Arpt,MA,9/28/2001 0:00,2001,9,28,64,53,59,81.9211,11.9,0.07,6,0
Boston Logan Intl Arpt,MA,9/29/2001 0:00,2001,9,29,60,52,56,69.0647,17.7,0,9,0
Boston Logan Intl Arpt,MA,9/30/2001 0:00,2001,9,30,57,51,54,68.844,18.7,0,11,0
Boston Logan Intl Arpt,MA,10/1/2001 0:00,2001,10,1,59,50,55,65.0632,10.1,0,10,0
Boston Logan Intl Arpt,MA,10/2/2001 0:00,2001,10,2,76,48,62,75.0645,8,0,3,0
Boston Logan Intl Arpt,MA,10/3/2001 0:00,2001,10,3,80,53,67,76.8191,9.7,0,0,2
Boston Logan Intl Arpt,MA,10/4/2001 0:00,2001,10,4,83,62,73,56.1994,13,0,0,8
Boston Logan Intl Arpt,MA,10/5/2001 0:00,2001,10,5,83,61,72,59.2643,12.2,0,0,7
Boston Logan Intl Arpt,MA,10/6/2001 0:00,2001,10,6,73,51,62,69.7419,16.9,0.05,3,0
Boston Logan Intl Arpt,MA,10/7/2001 0:00,2001,10,7,57,42,50,50.7356,16.7,0,15,0
Boston Logan Intl Arpt,MA,10/8/2001 0:00,2001,10,8,54,37,46,48.0542,14.9,0,19,0
Boston Logan Intl Arpt,MA,10/9/2001 0:00,2001,10,9,60,39,50,52.8158,10,0,15,0
Boston Logan Intl Arpt,MA,10/10/2001 0:00,2001,10,10,71,47,59,53.2113,11.4,0,6,0
Boston Logan Intl Arpt,MA,10/11/2001 0:00,2001,10,11,77,51,64,72.5496,11.3,0,1,0
